symbol,year,layer,field,vlm_value,ref_value,detail,resolution
RCML,2014,L2.5,revenue,4243954943.0,4243.955,summary-vs-audited,
RCML,2014,L2.5,total_assets,4203199419,4203.199,summary-vs-audited,
RCML,2015,L2.5,revenue,4007149572.0,4007.15,summary-vs-audited,
RCML,2015,L2.5,total_assets,3730857240,3730.857,summary-vs-audited,
RCML,2016,L5,current_liabilities,1393935786,1427269119.0,VLM vs parser,
RCML,2017,L2.5,revenue,3570713354.0,3570.713,summary-vs-audited,
RCML,2017,L2.5,total_assets,3683875711,3683.876,summary-vs-audited,
REDCO,2018,L3,Eq,-24008.327,,negative equity,
REDCO,2019,L3,Eq,-22729.805,,negative equity,
REDCO,2019,L5,current_liabilities,1082581208,1107730600.0,VLM vs parser,
REDCO,2024,L2,ppe,25588.129,2558812.915,prior-year overlap,
REDCO,2024,L5,ppe,25588129,2558812915.0,VLM vs parser,
RICL,2017,L5,ppe,81020496,15.1,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
RICL,2022,L2,total_liabilities,828599.014,801741.577,prior-year overlap,
RICL,2023,L2,total_liabilities,1090095.339,1055102.825,prior-year overlap,
RICL,2024,L2,total_liabilities,1372588.882,1612673.79,prior-year overlap,
RMPL,2020,L5,net_income,6094231,1258.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
RMPL,2020,L5,revenue,35873330,9312.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
RMPL,2021,L2,revenue,42609634,13899.0,prior-year overlap,
RMPL,2022,L2,revenue,58757773,16284.0,prior-year overlap,
RMPL,2022,L5,net_income,6179385,1784.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
RMPL,2022,L5,revenue,58757773,12481.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
RMPL,2023,L2,revenue,65466700,16177.0,prior-year overlap,
RMPL,2023,L5,net_income,6912778,2593.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
RMPL,2023,L5,revenue,65466700,17608.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
RMPL,2024,L1,Sales-COGS=GP,13930067,14630067,,
RMPL,2024,L5,net_income,7475113,1808.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
RMPL,2024,L5,ppe,9890792,-1915199.0,VLM vs parser,
RMPL,2024,L5,revenue,69222596,17450.0,VLM vs parser,
RPL,2018,L2,total_equity,5142680.994,5298139.904,prior-year overlap,
RPL,2022,L2.5,total_assets,11425624723,9438810.0,summary-vs-audited,
RPL,2022,L5,ppe,5368016668,7005666365.0,VLM vs parser,
RUBY,2019,L2,total_liabilities,653890.221,511403.165,prior-year overlap,
RUBY,2022,L2,total_liabilities,311773.985,348151.18,prior-year overlap,
RUBY,2022,L5,current_liabilities,211743902,235448398.0,VLM vs parser,
RUPL,2020,L5,current_assets,3110413,3182806.0,VLM vs parser,
RUPL,2021,L5,current_assets,2805337,2948324.0,VLM vs parser,
RUPL,2022,L5,current_assets,3755348,3898348.0,VLM vs parser,
RUPL,2022,L5,current_liabilities,3507833,3602202.0,VLM vs parser,
SAIF,2015,L2,ppe,3521737,125158.0,prior-year overlap,
SAIF,2016,L5,ppe,4604928,720338.0,VLM vs parser,
SALT,2013,L5,ppe,2356478239,1080131115.0,VLM vs parser,
SANE,2019,L3,Eq,-319703.222,,negative equity,
SANE,2020,L3,Eq,-350448.636,,negative equity,
SANE,2021,L3,Eq,-379619.229,,negative equity,
SANE,2022,L3,Eq,-407432.752,,negative equity,
SANE,2024,L3,Eq,-458923.641,,negative equity,
SANSM,2013,L5,current_assets,461593,779014.0,VLM vs parser,
SANSM,2013,L5,current_liabilities,449759,923326.0,VLM vs parser,
SANSM,2016,L5,current_assets,915207,937887.0,VLM vs parser,
SANSM,2019,L5,current_assets,815755,844481.0,VLM vs parser,
SAPL,2013,L5,current_liabilities,3669841,3797294.0,VLM vs parser,
SAPL,2014,L5,current_assets,5802198,5561049.0,VLM vs parser,
SAPL,2016,L5,current_liabilities,2849736,3349736.0,VLM vs parser,
SAPL,2021,L5,current_liabilities,4002944,4235777.0,VLM vs parser,
SAPT,2022,L2,ppe,19921.336,77166190.09,prior-year overlap,
SAPT,2022,L2,total_equity,26109672.833,53117215.84,prior-year overlap,
SAPT,2022,L2,total_liabilities,44532951.751,96508972.801,prior-year overlap,
SAPT,2022,L5,ppe,19921336,19921336858.0,VLM vs parser,
SAPT,2025,L1,TA=TL+Eq,96375515,104391352609,,
SARC,2018,L2,revenue,204826.17,204826170.0,prior-year overlap,
SARC,2019,L3,Sales,268425730,204826.17,YoY x1310.5,
SARC,2020,L3,Sales,257958.424,268425730,YoY x0.0,
SARC,2020,L3,TA,205333.913,175909550,YoY x0.0,
SAZEW,2014,L5,cash,31791683,12.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SAZEW,2014,L5,current_assets,704616418,104171225.0,VLM vs parser,
SAZEW,2014,L5,total_assets,972378323,3857920.0,VLM vs parser,
SAZEW,2025,L2.5,total_assets,41736856678,4173685667.0,summary-vs-audited,
SBL,2017,L5,net_income,738853,301.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SBL,2017,L5,ppe,1246618,1324.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SBL,2017,L5,total_liabilities,104442853,26338.0,VLM vs parser,
SBL,2018,L2,total_liabilities,109980832,109981.0,prior-year overlap,
SBL,2019,L5,ppe,1803713,1897.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SBL,2021,L5,total_assets,201139516,44482528.0,VLM vs parser,
SBL,2021,L5,total_liabilities,185239090,44482528.0,VLM vs parser,
SBL,2023,L2,total_liabilities,162370678,162371.0,prior-year overlap,
SBL,2023,L5,total_liabilities,162370678,162371.0,VLM vs parser,
SBL,2024,L5,ppe,1845461,3501.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SBL,2024,L5,total_liabilities,165260803,165261.0,VLM vs parser,
SCBPL,2019,L2,net_income,16017447,9618000.0,prior-year overlap,
SCBPL,2019,L2,total_assets,619970585,474752000.0,prior-year overlap,
SCBPL,2019,L5,net_income,16017447,16017.0,VLM vs parser,
SCBPL,2019,L5,revenue,39076315,39076.0,VLM vs parser,
SCBPL,2020,L2,net_income,13132982,8245000.0,prior-year overlap,
SCBPL,2020,L2,total_assets,721904745,519832000.0,prior-year overlap,
SCBPL,2020,L5,net_income,13132982,9288.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SCBPL,2020,L5,total_assets,721904745,447348.0,VLM vs parser,
SCBPL,2021,L2,net_income,13727672,11239000.0,prior-year overlap,
SCBPL,2021,L2,total_assets,839425540,576081000.0,prior-year overlap,
SCBPL,2021,L5,net_income,13727672,9618.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SCBPL,2021,L5,total_assets,839425540,474752.0,VLM vs parser,
SCBPL,2022,L2,net_income,19844375,16017000.0,prior-year overlap,
SCBPL,2022,L2,total_assets,927288972,619971000.0,prior-year overlap,
SCBPL,2022,L5,net_income,19844375,8245.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SCBPL,2022,L5,total_assets,927288972,519832.0,VLM vs parser,
SCBPL,2023,L5,net_income,42621831,11239.0,VLM vs parser,
SCBPL,2023,L5,total_assets,1001947832,576081.0,VLM vs parser,
SCBPL,2025,L5,net_income,28780854,13133.0,VLM vs parser,
SCBPL,2025,L5,total_assets,872871088,721905.0,VLM vs parser,
SCL,2019,L5,current_assets,5239724,523972459.0,VLM vs parser,
SEARL,2014,L2,revenue,6071823,7608594.0,prior-year overlap,
SEARL,2014,L2,total_equity,3843087,3674924.0,prior-year overlap,
SEARL,2014,L5,cost_of_sales,3594642,4215087.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SEARL,2014,L5,gross_profit,2477181,3393507.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SEARL,2014,L5,revenue,6071823,7608594.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SEARL,2015,L1,TA=TL+Eq,8379978,8083017,,
SEARL,2017,L5,current_assets,7853091,8453369.0,VLM vs parser,
SEARL,2018,L5,current_assets,12040133,12640411.0,VLM vs parser,
SEARL,2020,L5,net_income,2455077,455077.0,VLM vs parser,
SEARL,2025,L5,current_assets,23177939,34377939.0,VLM vs parser,
SEL,2017,L2,cash,62480.553,66327.94,prior-year overlap,
SEL,2020,L2,revenue,958056,763555.0,prior-year overlap,
SEL,2025,L3,Sales,176069,916055,YoY x0.2,
SEPL,2018,L5,current_assets,3844459,3884459.0,VLM vs parser,
SEPL,2020,L5,current_assets,3914344,7828688.0,VLM vs parser,
SEPL,2020,L5,current_liabilities,1051510,1139540.0,VLM vs parser,
SEPL,2020,L5,gross_profit,1896309,3069630.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SEPL,2022,L5,current_liabilities,1563087,207277.0,VLM vs parser,
SEPL,2025,L5,current_liabilities,2026242,1232887.0,VLM vs parser,
SERF,2016,L3,Eq,-191646.636,,negative equity,
SERF,2018,L3,Eq,-199734.95,,negative equity,
SERF,2020,L3,Eq,-203201.462,,negative equity,
SERT,2017,L2,total_assets,12696724,555566.0,prior-year overlap,
SERT,2017,L2.5,revenue,18984428,1245.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
SERT,2018,L3,Sales,854392.0,18984428,YoY x0.0,
SERT,2018,L3,TA,606487.0,12696724,YoY x0.0,
SFAT,2015,L3,Eq,-142558.524,50077024,YoY x-0.0,
SFAT,2015,L3,Eq,-142558.524,,negative equity,
SFAT,2015,L3,TA,354633.187,326492713,YoY x0.0,
SFL,2013,L2,cash,1277541.056,93155.833,prior-year overlap,
SFL,2013,L2,ppe,19431432.155,3557779.24,prior-year overlap,
SFL,2013,L5,cash,1277541056,93155833.0,VLM vs parser,
SFL,2013,L5,current_assets,12346881559,6697935767.0,VLM vs parser,
SFL,2013,L5,current_liabilities,9911635205,5025713316.0,VLM vs parser,
SFL,2013,L5,inventory,3695671569,3596007453.0,VLM vs parser,
SFL,2013,L5,ppe,19431432155,3557779240.0,VLM vs parser,
SFL,2020,L2.5,total_liabilities,26195771120,18428532217.0,summary-vs-audited,
SGF,2021,L2.5,total_assets,12561923,15102378000.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
SGF,2021,L2.5,total_liabilities,5832535,7524262000.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
SGF,2024,L5,current_liabilities,11223199,11840952.0,VLM vs parser,
SGF,2025,L5,cash,1123513,10182863.0,VLM vs parser,
SGF,2025,L5,inventory,3894694,2101942.0,VLM vs parser,
SHCM,2016,L5,current_assets,436447394,809104771.87,VLM vs parser,
SHCM,2016,L5,current_liabilities,1147730274,2347429835.0,VLM vs parser,
SHCM,2017,L2,net_income,-82161.579,-83426.507,prior-year overlap,
SHCM,2017,L2,ppe,1219766.198,1175602.26,prior-year overlap,
SHCM,2017,L2,total_assets,1457034.513,1403997.116,prior-year overlap,
SHCM,2017,L2,total_equity,470217.631,421161.307,prior-year overlap,
SHDT,2021,L5,current_assets,930517,1166517.0,VLM vs parser,
SHEL,2014,L2,revenue,250784741,291362990.0,prior-year overlap,
SHEL,2019,L2,revenue,199718601,234040872.0,prior-year overlap,
SHEL,2019,L5,revenue,199718601,234040872.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SHEL,2020,L3,Eq,-651159.0,4291133,YoY x-0.2,
SHEL,2020,L3,Eq,-651159.0,,negative equity,
SHEL,2021,L2,net_income,4466855,3301528000.0,prior-year overlap,
SHEZ,2013,L5,current_liabilities,916198,930042.0,VLM vs parser,
SHEZ,2019,L5,current_liabilities,545916,2148681.0,VLM vs parser,
SHEZ,2019,L5,total_assets,4805143,4232546.0,VLM vs parser,
SHEZ,2019,L5,total_equity,2233580,2309477.0,VLM vs parser,
SHEZ,2019,L5,total_liabilities,2571563,1923069.0,VLM vs parser,
SHEZ,2020,L5,gross_profit,1099209,1531339.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SHEZ,2021,L5,total_assets,4530999,4399143.0,VLM vs parser,
SHEZ,2021,L5,total_equity,2074018,1949653.0,VLM vs parser,
SHEZ,2022,L5,total_assets,4632521,4530999.0,VLM vs parser,
SHEZ,2023,L5,current_liabilities,2688100,132117.0,VLM vs parser,
SHFA,2017,L5,ppe,5457545,726760.0,VLM vs parser,
SHFA,2018,L5,current_assets,2602726,2793342.0,VLM vs parser,
SHFA,2019,L5,current_assets,2891682,3199003.0,VLM vs parser,
SHFA,2020,L5,current_assets,4669661,5164639.0,VLM vs parser,
SHFA,2021,L1,TA=TL+Eq,16692968,25181655,,
SHFA,2021,L5,current_assets,5996707,6594764.0,VLM vs parser,
SHFA,2022,L5,current_assets,5699621,6020574.0,VLM vs parser,
SHFA,2023,L5,current_assets,5848936,6169889.0,VLM vs parser,
SHFA,2025,L5,current_assets,7517261,7743041.0,VLM vs parser,
SHJS,2014,L5,current_liabilities,165589,213949.0,VLM vs parser,
SHJS,2019,L5,current_liabilities,1182643,1227643.0,VLM vs parser,
SHJS,2023,L5,current_assets,1572742,1588742.0,VLM vs parser,
SHNI,2014,L2.5,total_assets,786756864,717706.0,summary-vs-audited,
SHNI,2015,L2.5,total_assets,780904166.0,879077.0,summary-vs-audited,
SHSML,2016,L5,current_assets,1407923,1496005.0,VLM vs parser,
SHSML,2021,L5,current_assets,4665568,6768973.0,VLM vs parser,
SIBL,2013,L5,total_assets,895134249,793.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SIBL,2014,L2,net_income,12205.604,12205604.0,prior-year overlap,
SIBL,2014,L5,total_assets,546216855,546.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SIBL,2017,L2,total_assets,670360.815,678537.982,prior-year overlap,
SIBL,2017,L3,Sales,57731.881,52138428,YoY x0.0,
SIBL,2017,L5,total_assets,670360815,678.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SIBL,2018,L5,current_liabilities,37428884,45128884.0,VLM vs parser,
SIBL,2021,L5,current_assets,5732308,573230811.0,VLM vs parser,
SIBL,2024,L2,net_income,77428616,77428.616,prior-year overlap,
SIBL,2025,L5,current_assets,646097743,691097743.0,VLM vs parser,
SIEM,2023,L5,gross_profit,5385999,4967802.0,VLM vs parser,
SIEM,2025,L5,gross_profit,1411465,2914155.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SITC,2015,L2,total_equity,8197884.126,6892188.396,prior-year overlap,
SITC,2017,L5,current_assets,5761477267,5822690961.0,VLM vs parser,
SITC,2023,L2,total_assets,34939772728,34939772.728,prior-year overlap,
SITC,2023,L3,Eq,16604238123,16038380.657,YoY x1035.3,
SITC,2023,L3,TA,34939772728,32554420.064,YoY x1073.3,
SITC,2024,L3,Eq,18064086.759,16604238123,YoY x0.0,
SITC,2024,L3,TA,40510869.525,34939772728,YoY x0.0,
SJTM,2017,L3,Sales,139813179.0,793087469.0,YoY x0.2,
SJTM,2018,L3,Sales,793087.0,139813179.0,YoY x0.0,
SJTM,2019,L3,Eq,-288157.015,,negative equity,
SJTM,2019,L3,TA,215518.146,242001666.0,YoY x0.0,
SKRS,2019,L5,current_assets,1042735,1072735.0,VLM vs parser,
SLCL,2015,L3,Sales,9185657,36060,YoY x254.7,
SLCL,2024,L1,TA=TL+Eq,541605206,91783666,,
SLL,2023,L3,Eq,-59885.438,7852.769,YoY x-7.6,
SLL,2023,L3,Eq,-59885.438,,negative equity,
SLYT,2018,L3,Eq,-426264.135,,negative equity,
SLYT,2019,L3,Eq,-742041.246,,negative equity,
SLYT,2019,L3,Sales,111744.649,1912527.751,YoY x0.1,
SLYT,2020,L3,Eq,-996625.403,,negative equity,
SLYT,2021,L3,Eq,-1124892.98,,negative equity,
SLYT,2022,L3,Eq,-1034078.014,,negative equity,
SLYT,2023,L2,total_liabilities,2702845.848,2022735.438,prior-year overlap,
SLYT,2023,L3,Eq,-1130245.046,,negative equity,
SLYT,2024,L2.5,total_assets,1496491968,1716.0,summary-vs-audited,
SLYT,2024,L2.5,total_equity,-472134239,-742.0,summary-vs-audited,
SLYT,2024,L3,Eq,-472134.239,,negative equity,
SLYT,2025,L2.5,total_assets,1467051952,1677.0,summary-vs-audited,
SLYT,2025,L2.5,total_equity,-493036651.0,-997.0,summary-vs-audited,
SLYT,2025,L3,Eq,-493036.651,,negative equity,
SMBL,2016,L1,TA=TL+Eq,14221554,203731138,,
SMBL,2016,L5,ppe,157330,12273.0,VLM vs parser,
SMBL,2016,L5,total_equity,1390302,10560.0,VLM vs parser,
SMBL,2016,L5,total_liabilities,202340836,202350.0,VLM vs parser,
SMBL,2018,L5,ppe,8708878,8709.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SMBL,2018,L5,total_assets,114627992,114628.0,VLM vs parser,
SMBL,2018,L5,total_equity,2752603,2753.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SMBL,2018,L5,total_liabilities,111875389,111875.0,VLM vs parser,
SMBL,2019,L2,total_assets,126050356,105876000.0,prior-year overlap,
SMBL,2019,L2,total_equity,2752603,-5598000.0,prior-year overlap,
SMBL,2019,L2,total_liabilities,123297753,111474000.0,prior-year overlap,
SMBL,2019,L3,Eq,2752603,2752603,exact repeat,
SMBL,2019,L3,Sales,-74975,3932565,YoY x-0.0,
SMBL,2019,L5,total_assets,126050356,105876.0,VLM vs parser,
SMBL,2020,L2,total_assets,119808958,107657000.0,prior-year overlap,
SMBL,2020,L2,total_equity,-5665882,-11188000.0,prior-year overlap,
SMBL,2020,L2,total_liabilities,125474840,118845000.0,prior-year overlap,
SMBL,2020,L3,Eq,-5665882,2752603,YoY x-2.1,
SMBL,2020,L3,Eq,-5665882,,negative equity,
SMBL,2020,L5,ppe,10188303,10188.0,VLM vs parser,
SMBL,2020,L5,total_assets,119808958,107657.0,VLM vs parser,
SMBL,2020,L5,total_equity,-5665882,-11188.0,VLM vs parser,
SMBL,2020,L5,total_liabilities,125474840,118845.0,VLM vs parser,
SMBL,2021,L2,total_assets,118130988,112016000.0,prior-year overlap,
SMBL,2021,L2,total_equity,-11237774,-14403000.0,prior-year overlap,
SMBL,2021,L2,total_liabilities,129368762,126419000.0,prior-year overlap,
SMBL,2021,L3,Eq,-11237774,,negative equity,
SMBL,2021,L5,ppe,10917257,10917.0,VLM vs parser,
SMBL,2021,L5,total_assets,118130988,112016.0,VLM vs parser,
SMBL,2021,L5,total_equity,-11237774,-14403.0,VLM vs parser,
SMBL,2021,L5,total_liabilities,129368762,126419.0,VLM vs parser,
SMBL,2022,L3,Eq,-17648892,,negative equity,
SMBL,2022,L5,ppe,10650623,10651.0,VLM vs parser,
SMBL,2022,L5,total_assets,148968314,140717.0,VLM vs parser,
SMBL,2022,L5,total_equity,-17648892,-17649.0,VLM vs parser,
SMBL,2022,L5,total_liabilities,166617206,158366.0,VLM vs parser,
SMCPL,2014,L2,total_assets,413500.045,387934.327,prior-year overlap,
SMCPL,2014,L2.5,total_liabilities,188863349,165603564.0,summary-vs-audited,
SMCPL,2015,L5,current_liabilities,160180512,168680516.0,VLM vs parser,
SMCPL,2016,L5,current_liabilities,132632069,208405157.0,VLM vs parser,
SMCPL,2020,L5,current_liabilities,308470767,398470767.0,VLM vs parser,
SMCPL,2021,L5,current_assets,227293815,230293815.0,VLM vs parser,
SMCPL,2023,L5,current_liabilities,36549,445492470.0,VLM vs parser,
SML,2021,L5,current_assets,842154,1177334.0,VLM vs parser,
SML,2022,L5,current_assets,1037982,1128230.0,VLM vs parser,
SML,2022,L5,net_income,-153535,-225302.0,VLM vs parser,
SML,2024,L5,current_assets,1571692,1662987.0,VLM vs parser,
SML,2025,L5,current_assets,1615836,1707716.0,VLM vs parser,
SMTM,2018,L3,Eq,-180504.32,,negative equity,
SMTM,2019,L3,Eq,-74196.386,,negative equity,
SMTM,2019,L3,Sales,44753.002,395667.125,YoY x0.1,
SMTM,2019,L3,TA,120278.884,914265.962,YoY x0.1,
SMTM,2020,L3,Eq,-61353.134,,negative equity,
SNAI,2019,L2,cash,29971.577,17278.705,prior-year overlap,
SNAI,2019,L2,total_assets,1184609.836,1465850.389,prior-year overlap,
SNAI,2020,L2,cash,61711.634,67836.527,prior-year overlap,
SNAI,2020,L2,total_assets,1160634.769,1506560.222,prior-year overlap,
SNAI,2020,L5,cash,61711634,12653141.0,VLM vs parser,
SNAI,2020,L5,current_assets,803798920,855592117.0,VLM vs parser,
SNAI,2020,L5,current_liabilities,798963850,871456956.0,VLM vs parser,
SNAI,2020,L5,total_assets,1160634769,1457690292.0,VLM vs parser,
SNAI,2021,L2,cash,98496.842,62620.729,prior-year overlap,
SNAI,2021,L2,total_assets,1485331.728,2007917.603,prior-year overlap,
SNAI,2021,L5,cash,98496842,52032198.0,VLM vs parser,
SNAI,2021,L5,current_assets,976761182,901211972.0,VLM vs parser,
SNAI,2021,L5,current_liabilities,806561158,859845924.0,VLM vs parser,
SNAI,2021,L5,total_assets,1485331728,1542233633.0,VLM vs parser,
SNAI,2022,L2,cash,70244.958,59867.182,prior-year overlap,
SNAI,2022,L2,total_assets,2168996.312,2527538.07,prior-year overlap,
SNAI,2022,L5,cash,70244958,92289577.0,VLM vs parser,
SNAI,2022,L5,current_assets,1330637732,1401164033.0,VLM vs parser,
SNAI,2022,L5,current_liabilities,1236547984,1166349381.0,VLM vs parser,
SNAI,2022,L5,total_assets,2168996312,1953994321.0,VLM vs parser,
SNAI,2023,L2,cash,57742.19,59867.182,prior-year overlap,
SNAI,2023,L2,total_assets,2283590.326,2527538.07,prior-year overlap,
SNAI,2023,L5,cash,57742190,96854933.0,VLM vs parser,
SNAI,2023,L5,current_assets,1162793269,1568928847.0,VLM vs parser,
SNAI,2023,L5,current_liabilities,1370150038,1512907704.0,VLM vs parser,
SNAI,2023,L5,total_assets,2283590326,2470380027.0,VLM vs parser,
SNAI,2024,L2,cash,57742.886,39193.944,prior-year overlap,
SNAI,2024,L2,ppe,1125607.123,1207471.478,prior-year overlap,
SNAI,2024,L2,total_assets,2576387.845,2757577.897,prior-year overlap,
SNAI,2024,L2,total_equity,673867.046,694899.859,prior-year overlap,
SNAI,2024,L5,cash,57742886,96854933.0,VLM vs parser,
SNAI,2024,L5,current_assets,1137475546,1568928847.0,VLM vs parser,
SNAI,2024,L5,total_assets,2576387845,2470380027.0,VLM vs parser,
SNAI,2025,L5,cash,12145729,42471453.0,VLM vs parser,
SNAI,2025,L5,current_assets,1688571947,1454978578.0,VLM vs parser,
SNAI,2025,L5,current_liabilities,1742310762,1767759364.0,VLM vs parser,
SNAI,2025,L5,inventory,216847705,183202611.0,VLM vs parser,
SNAI,2025,L5,ppe,1000731282,1391585980.0,VLM vs parser,
SNAI,2025,L5,total_assets,2880007314,2835938892.0,VLM vs parser,
SNAI,2025,L5,total_equity,874576869,705281233.0,VLM vs parser,
SNBL,2013,L2,total_assets,5429359,169234.0,prior-year overlap,
SNBL,2013,L2,total_liabilities,4961270,155951.0,prior-year overlap,
SNBL,2013,L5,total_assets,5429359,169234.0,VLM vs parser,
SNBL,2013,L5,total_liabilities,4961270,155951.0,VLM vs parser,
SNBL,2014,L2,total_assets,7967001,213175000.0,prior-year overlap,
SNBL,2014,L2,total_liabilities,7444717,196136000.0,prior-year overlap,
SNBL,2014,L5,total_assets,7967001,213175.0,VLM vs parser,
SNBL,2014,L5,total_liabilities,7444717,196136.0,VLM vs parser,
SNBL,2015,L3,TA,253342000.0,7967001,YoY x31.8,
SNBL,2015,L5,net_income,2212768,624.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SNBL,2016,L2,total_liabilities,260231479000.0,260231000.0,prior-year overlap,
SNBL,2016,L5,net_income,1878844,338.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SNBL,2016,L5,total_liabilities,260231479,260232.0,VLM vs parser,
SNBL,2017,L5,net_income,1643326,412.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SNBL,2017,L5,total_assets,322133976,322134.0,VLM vs parser,
SNBL,2017,L5,total_liabilities,303629377,303629.0,VLM vs parser,
SNBL,2018,L3,Eq,1779538,18504599,YoY x0.1,
SNBL,2018,L3,TA,14769763,322133976,YoY x0.0,
SNBL,2018,L5,net_income,1783664,1784.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SNBL,2020,L5,net_income,2400272,2400.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SNBL,2020,L5,total_assets,485345223,485345.0,VLM vs parser,
SNBL,2021,L5,net_income,659236,2854.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SNBL,2022,L5,net_income,1883243,1884.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SNBL,2023,L3,Eq,3148567,21146191,YoY x0.1,
SNBL,2023,L3,TA,53130230,579760.0,YoY x91.6,
SNBL,2023,L5,net_income,2011014,6075.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SNGP,2021,L3,Sales,132499051,744554413,YoY x0.2,
SNGP,2022,L3,Sales,1293677464,132499051,YoY x9.8,
SPEL,2015,L2,net_income,229745.497,48348575.0,prior-year overlap,
SPEL,2016,L5,cost_of_sales,1739357228,-428503969.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SPEL,2016,L5,gross_profit,582493374,148076918.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
SPEL,2016,L5,net_income,355790681,86606805.0,VLM vs parser,
SPL,2017,L5,current_assets,977125586,998645859.0,VLM vs parser,
SPL,2018,L5,current_assets,1011370542,1032890816.0,VLM vs parser,
SPL,2023,L5,current_assets,664462861,753345546.0,VLM vs parser,
SPL,2023,L5,current_liabilities,1509293741,1638478479.0,VLM vs parser,
SPL,2024,L3,Eq,1211574676,1320783.626,YoY x917.3,
SPL,2024,L3,TA,3064154549,3436723.745,YoY x891.6,
SPL,2024,L5,current_assets,532890042,584935360.0,VLM vs parser,
SPL,2025,L3,Eq,989055.832,1211574676,YoY x0.0,
SPL,2025,L3,TA,2784421.496,3064154549,YoY x0.0,
SPL,2025,L5,current_assets,433420492,540431700.0,VLM vs parser,
SPLC,2014,L3,Eq,-337702.944,,negative equity,
SPLC,2015,L3,Eq,-337702.944,,negative equity,
SPLC,2015,L3,TA,1222502.566,1222502.566,exact repeat,
SPLC,2019,L2,total_assets,743788.115,823674.201,prior-year overlap,
SPLC,2019,L3,Eq,-607032.425,,negative equity,
SPLC,2019,L5,total_assets,743788115,1014.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
SPLC,2020,L2.5,total_assets,821832671,822.0,summary-vs-audited,
SPLC,2020,L3,Eq,-567756.932,,negative equity,
SPLC,2020,L5,current_assets,712856359,821958575.0,VLM vs parser,
SPLC,2021,L2.5,total_assets,832859120,833.0,summary-vs-audited,
SPLC,2021,L3,Eq,-546390.208,,negative equity,
SPLC,2021,L5,current_assets,727568571,832859154.0,VLM vs parser,
SPLC,2024,L3,Eq,-459736.663,,negative equity,
SPWL,2015,L3,Eq,7871705.26,7871705.26,exact repeat,
SPWL,2015,L3,TA,20359468.826,20359468.826,exact repeat,
SPWL,2024,L2,net_income,1950659.0,-272420.848,prior-year overlap,
SRVI,2016,L2.5,revenue,18984428,1245.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
SRVI,2018,L5,net_income,1068857,258691.0,VLM vs parser,
